Files already downloaded and verified
Files already downloaded and verified
[(0, 25), (1, 25), (2, 25), (3, 25)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time= 14.4s | Train: skip eval | Valid: time=  6.3s loss=3.137, TAw acc= 12.6% | *
| Epoch  73, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.927, TAw acc= 50.1% | lr=1.2e-03
| Epoch  74, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=23.921, TAw acc= 50.1% |
| Epoch  75, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.929, TAw acc= 50.2% |
| Epoch  76, time= 20.5s | Train: skip eval | Valid: time=  6.5s loss=23.941, TAw acc= 49.7% |
| Epoch  77, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.932, TAw acc= 50.7% |
| Epoch  78, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.923, TAw acc= 50.2% | lr=4.1e-04
| Epoch  79, time= 20.6s | Train: skip eval | Valid: time=  6.7s loss=23.943, TAw acc= 50.3% |
| Epoch  80, time= 20.7s | Train: skip eval | Valid: time=  6.6s loss=23.919, TAw acc= 50.8% |
| Epoch  81, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.924, TAw acc= 51.2% |
| Epoch  82, time= 20.6s | Train: skip eval | Valid: time=  6.7s loss=23.918, TAw acc= 50.6% |
| Epoch  83, time= 20.7s | Train: skip eval | Valid: time=  6.7s loss=23.930, TAw acc= 50.4% | lr=1.4e-04
| Epoch  84, time= 20.7s | Train: skip eval | Valid: time=  6.7s loss=23.938, TAw acc= 50.7% |
| Epoch  85, time= 20.7s | Train: skip eval | Valid: time=  6.7s loss=23.922, TAw acc= 50.3% |
| Epoch  86, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.943, TAw acc= 50.2% |
| Epoch  87, time= 20.5s | Train: skip eval | Valid: time=  6.6s loss=23.926, TAw acc= 50.6% |
| Epoch  88, time= 20.6s | Train: skip eval | Valid: time=  6.6s loss=23.932, TAw acc= 50.3% | lr=4.6e-05
| Selected 7500 train exemplars, time=  0.5s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=3.160 | TAw acc= 55.3%, forg= -0.9%| TAg acc= 43.6%, forg= 10.5% <<<
>>> Test on task  1 : loss=14.852 | TAw acc= 51.3%, forg= -1.3%| TAg acc= 34.6%, forg=  2.2% <<<
>>> Test on task  2 : loss=24.445 | TAw acc= 43.8%, forg=  0.0%| TAg acc= 24.4%, forg=  0.0% <<<
Save at C:\Users\Erik\Desktop\hopp\cifar100_icarl
************************************************************************************************************
Task  3
************************************************************************************************************
| Epoch   1, time= 24.2s | Train: skip eval | Valid: time=  6.7s loss=44.614, TAw acc= 13.2% | *
| Epoch   2, time= 24.1s | Train: skip eval | Valid: time=  6.6s loss=40.771, TAw acc= 22.8% | *
| Epoch   3, time= 24.3s | Train: skip eval | Valid: time=  6.6s loss=39.620, TAw acc= 27.6% | *
| Epoch   4, time= 24.3s | Train: skip eval | Valid: time=  6.7s loss=39.299, TAw acc= 31.8% | *
| Epoch   5, time= 24.2s | Train: skip eval | Valid: time=  6.7s loss=37.920, TAw acc= 36.6% | *
| Epoch   6, time= 24.2s | Train: skip eval | Valid: time=  6.7s loss=38.267, TAw acc= 34.6% |
| Epoch   7, time= 24.4s | Train: skip eval | Valid: time=  6.6s loss=37.334, TAw acc= 36.6% | *
| Epoch   8, time= 24.3s | Train: skip eval | Valid: time=  6.7s loss=37.700, TAw acc= 37.2% |
| Epoch   9, time= 24.0s | Train: skip eval | Valid: time=  6.6s loss=36.923, TAw acc= 39.9% | *
| Epoch  10, time= 24.2s | Train: skip eval | Valid: time=  6.6s loss=36.495, TAw acc= 40.1% | *
| Epoch  11, time= 24.2s | Train: skip eval | Valid: time=  6.7s loss=36.577, TAw acc= 41.8% |
| Epoch  12, time= 24.4s | Train: skip eval | Valid: time=  6.6s loss=36.286, TAw acc= 42.3% | *
| Epoch  13, time= 24.3s | Train: skip eval | Valid: time=  6.6s loss=36.788, TAw acc= 39.7% |
| Epoch  14, time= 24.4s | Train: skip eval | Valid: time=  6.7s loss=36.393, TAw acc= 43.1% |
| Epoch  15, time= 24.4s | Train: skip eval | Valid: time=  6.7s loss=36.624, TAw acc= 42.3% |
| Epoch  16, time= 24.4s | Train: skip eval | Valid: time=  6.6s loss=37.476, TAw acc= 38.4% |
| Epoch  17, time= 24.4s | Train: skip eval | Valid: time=  6.7s loss=35.768, TAw acc= 46.2% | *
| Epoch  18, time= 24.2s | Train: skip eval | Valid: time=  6.7s loss=35.984, TAw acc= 44.4% |
| Epoch  19, time= 24.3s | Train: skip eval | Valid: time=  6.7s loss=35.585, TAw acc= 46.3% | *
| Epoch  20, time= 24.3s | Train: skip eval | Valid: time=  6.6s loss=35.791, TAw acc= 44.8% |
| Epoch  21, time= 24.2s | Train: skip eval | Valid: time=  6.6s loss=35.589, TAw acc= 45.1% |
| Epoch  22, time= 24.2s | Train: skip eval | Valid: time=  6.7s loss=35.830, TAw acc= 45.8% |
| Epoch  23, time= 24.3s | Train: skip eval | Valid: time=  6.7s loss=35.460, TAw acc= 46.7% | *
| Epoch  24, time= 24.2s | Train: skip eval | Valid: time=  6.7s loss=35.619, TAw acc= 46.3% |
| Epoch  25, time= 24.3s | Train: skip eval | Valid: time=  6.7s loss=35.681, TAw acc= 45.8% |
| Epoch  26, time= 24.4s | Train: skip eval | Valid: time=  6.7s loss=35.635, TAw acc= 45.4% |
| Epoch  27, time= 24.1s | Train: skip eval | Valid: time=  6.7s loss=38.063, TAw acc= 40.2% |
| Epoch  28, time= 24.3s | Train: skip eval | Valid: time=  6.7s loss=36.524, TAw acc= 42.3% | lr=3.3e-02
| Epoch  29, time= 24.1s | Train: skip eval | Valid: time=  6.5s loss=35.162, TAw acc= 47.0% | *
| Epoch  30, time= 24.1s | Train: skip eval | Valid: time=  6.6s loss=35.086, TAw acc= 48.4% | *
| Epoch  31, time= 24.2s | Train: skip eval | Valid: time=  6.6s loss=35.175, TAw acc= 47.4% |
| Epoch  32, time= 24.3s | Train: skip eval | Valid: time=  6.7s loss=35.050, TAw acc= 48.6% | *
| Epoch  33, time= 24.2s | Train: skip eval | Valid: time=  7.0s loss=35.426, TAw acc= 47.2% |
| Epoch  34, time= 24.4s | Train: skip eval | Valid: time=  6.6s loss=35.010, TAw acc= 48.2% | *
| Epoch  35, time= 24.3s | Train: skip eval | Valid: time=  6.6s loss=35.172, TAw acc= 48.6% |
| Epoch  36, time= 24.2s | Train: skip eval | Valid: time=  6.7s loss=35.280, TAw acc= 47.3% |
| Epoch  37, time= 24.3s | Train: skip eval | Valid: time=  6.7s loss=35.145, TAw acc= 48.5% |
| Epoch  38, time= 24.3s | Train: skip eval | Valid: time=  6.6s loss=35.143, TAw acc= 48.7% |
| Epoch  39, time= 24.1s | Train: skip eval | Valid: time=  6.7s loss=35.019, TAw acc= 48.5% | lr=1.1e-02
| Epoch  40, time= 24.2s | Train: skip eval | Valid: time=  6.7s loss=34.979, TAw acc= 48.2% | *
| Epoch  41, time= 24.2s | Train: skip eval | Valid: time=  6.6s loss=34.965, TAw acc= 48.2% | *
| Epoch  42, time= 24.1s | Train: skip eval | Valid: time=  6.6s loss=35.048, TAw acc= 48.4% |
| Epoch  43, time= 24.1s | Train: skip eval | Valid: time=  6.7s loss=35.071, TAw acc= 48.5% |
| Epoch  44, time= 24.1s | Train: skip eval | Valid: time=  6.7s loss=34.961, TAw acc= 49.2% | *
| Epoch  45, time= 24.1s | Train: skip eval | Valid: time=  6.7s loss=34.946, TAw acc= 49.4% | *
| Epoch  46, time= 24.4s | Train: skip eval | Valid: time=  6.6s loss=34.909, TAw acc= 49.4% | *
| Epoch  47, time= 24.3s | Train: skip eval | Valid: time=  6.6s loss=34.908, TAw acc= 49.1% | *
| Epoch  48, time= 24.4s | Train: skip eval | Valid: time=  6.7s loss=34.931, TAw acc= 48.2% |
| Epoch  49, time= 24.2s | Train: skip eval | Valid: time=  6.7s loss=34.921, TAw acc= 48.8% |
| Epoch  50, time= 24.4s | Train: skip eval | Valid: time=  6.7s loss=34.892, TAw acc= 48.6% | *
| Epoch  51, time= 24.3s | Train: skip eval | Valid: time=  6.6s loss=37.363, TAw acc= 42.0% |
| Epoch  52, time= 24.3s | Train: skip eval | Valid: time=  6.7s loss=36.138, TAw acc= 45.1% |
| Epoch  53, time= 24.2s | Train: skip eval | Valid: time=  6.7s loss=35.760, TAw acc= 46.0% |
| Epoch  54, time= 24.2s | Train: skip eval | Valid: time=  6.6s loss=35.553, TAw acc= 47.5% |
| Epoch  55, time= 24.2s | Train: skip eval | Valid: time=  6.7s loss=35.472, TAw acc= 47.0% | lr=3.7e-03
| Epoch  56, time= 24.1s | Train: skip eval | Valid: time=  6.7s loss=37.429, TAw acc= 38.1% |
| Epoch  57, time= 24.2s | Train: skip eval | Valid: time=  6.6s loss=36.029, TAw acc= 45.7% |
| Epoch  58, time= 24.1s | Train: skip eval | Valid: time=  6.7s loss=35.623, TAw acc= 46.8% |
| Epoch  59, time= 24.2s | Train: skip eval | Valid: time=  6.6s loss=35.435, TAw acc= 47.7% |
| Epoch  60, time= 24.4s | Train: skip eval | Valid: time=  6.6s loss=35.323, TAw acc= 48.3% | lr=1.2e-03
| Epoch  61, time= 24.4s | Train: skip eval | Valid: time=  6.7s loss=34.882, TAw acc= 48.8% | *
| Epoch  62, time= 24.4s | Train: skip eval | Valid: time=  6.7s loss=34.895, TAw acc= 48.9% |
| Epoch  63, time= 24.4s | Train: skip eval | Valid: time=  6.7s loss=34.907, TAw acc= 48.4% |
| Epoch  64, time= 24.2s | Train: skip eval | Valid: time=  6.6s loss=34.892, TAw acc= 49.1% |
| Epoch  65, time= 24.3s | Train: skip eval | Valid: time=  6.7s loss=34.869, TAw acc= 49.0% | *
| Epoch  66, time= 24.2s | Train: skip eval | Valid: time=  6.6s loss=34.897, TAw acc= 48.7% |
| Epoch  67, time= 24.3s | Train: skip eval | Valid: time=  6.6s loss=34.971, TAw acc= 48.7% |
| Epoch  68, time= 24.4s | Train: skip eval | Valid: time=  6.6s loss=34.931, TAw acc= 48.7% |
| Epoch  69, time= 24.3s | Train: skip eval | Valid: time=  6.6s loss=34.891, TAw acc= 48.6% |
| Epoch  70, time= 24.2s | Train: skip eval | Valid: time=  6.7s loss=34.901, TAw acc= 49.0% | lr=4.1e-04
| Epoch  71, time= 24.4s | Train: skip eval | Valid: time=  6.7s loss=34.891, TAw acc= 49.4% |
| Epoch  72, time= 24.2s | Train: skip eval | Valid: time=  6.6s loss=34.903, TAw acc= 48.7% |
| Epoch  73, time= 24.2s | Train: skip eval | Valid: time=  6.6s loss=34.875, TAw acc= 49.0% |
| Epoch  74, time= 24.1s | Train: skip eval | Valid: time=  6.7s loss=34.923, TAw acc= 48.4% |
| Epoch  75, time= 24.2s | Train: skip eval | Valid: time=  6.6s loss=34.884, TAw acc= 48.8% | lr=1.4e-04
| Epoch  76, time= 24.2s | Train: skip eval | Valid: time=  6.6s loss=34.890, TAw acc= 48.8% |
| Epoch  77, time= 24.4s | Train: skip eval | Valid: time=  6.6s loss=34.905, TAw acc= 49.0% |
| Epoch  78, time= 24.2s | Train: skip eval | Valid: time=  6.7s loss=34.885, TAw acc= 49.4% |
| Epoch  79, time= 24.3s | Train: skip eval | Valid: time=  6.7s loss=34.894, TAw acc= 49.4% |
| Epoch  80, time= 24.4s | Train: skip eval | Valid: time=  6.8s loss=34.876, TAw acc= 49.0% | lr=4.6e-05
| Selected 10000 train exemplars, time=  0.7s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=3.728 | TAw acc= 50.4%, forg=  4.9%| TAg acc= 35.7%, forg= 18.4% <<<
>>> Test on task  1 : loss=15.853 | TAw acc= 48.2%, forg=  3.1%| TAg acc= 29.4%, forg=  7.5% <<<
>>> Test on task  2 : loss=26.687 | TAw acc= 41.8%, forg=  2.0%| TAg acc= 18.9%, forg=  5.6% <<<
>>> Test on task  3 : loss=35.395 | TAw acc= 46.0%, forg=  0.0%| TAg acc= 21.4%, forg=  0.0% <<<
Save at C:\Users\Erik\Desktop\hopp\cifar100_icarl
************************************************************************************************************
TAw Acc
	 54.1%   0.0%   0.0%   0.0% 	Avg.: 54.1% 
	 54.4%  50.0%   0.0%   0.0% 	Avg.: 52.2% 
	 55.3%  51.3%  43.8%   0.0% 	Avg.: 50.1% 
	 50.4%  48.2%  41.8%  46.0% 	Avg.: 46.6% 
************************************************************************************************************
TAg Acc
	 54.1%   0.0%   0.0%   0.0% 	Avg.: 54.1% 
	 47.1%  36.8%   0.0%   0.0% 	Avg.: 42.0% 
	 43.6%  34.6%  24.4%   0.0% 	Avg.: 34.2% 
	 35.7%  29.4%  18.9%  21.4% 	Avg.: 26.3% 
************************************************************************************************************
TAw Forg
	  0.0%   0.0%   0.0%   0.0% 
	 -0.3%   0.0%   0.0%   0.0% 	Avg.: -0.3% 
	 -0.9%  -1.3%   0.0%   0.0% 	Avg.: -1.1% 
	  4.9%   3.1%   2.0%   0.0% 	Avg.:  3.3% 
************************************************************************************************************
TAg Forg
	  0.0%   0.0%   0.0%   0.0% 
	  7.0%   0.0%   0.0%   0.0% 	Avg.:  7.0% 
	 10.5%   2.2%   0.0%   0.0% 	Avg.:  6.4% 
	 18.4%   7.5%   5.6%   0.0% 	Avg.: 10.5% 
************************************************************************************************************
[Elapsed time = 2.4 h]
Done!
