Files already downloaded and verified
Files already downloaded and verified
[(0, 25), (1, 25), (2, 25), (3, 25)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time= 11.9s | Train: skip eval | Valid: time=  6.4s loss=2.612, TAw acc= 24.4% | *
| Epoch   3, time= 14.6s | Train: skip eval | Valid: time=  6.4s loss=1.758, TAw acc= 59.0% | *
| Epoch   4, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.791, TAw acc= 57.8% |
| Epoch   5, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.834, TAw acc= 57.9% |
| Epoch   6, time= 14.6s | Train: skip eval | Valid: time=  6.3s loss=1.884, TAw acc= 57.8% |
| Epoch   7, time= 14.5s | Train: skip eval | Valid: time=  6.2s loss=1.746, TAw acc= 58.3% | *
| Epoch   8, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.825, TAw acc= 58.9% |
| Epoch   9, time= 14.6s | Train: skip eval | Valid: time=  6.4s loss=1.757, TAw acc= 59.7% |
| Epoch  10, time= 14.6s | Train: skip eval | Valid: time=  6.6s loss=1.685, TAw acc= 63.3% | *
| Epoch  11, time= 14.7s | Train: skip eval | Valid: time=  6.2s loss=1.680, TAw acc= 62.1% | *
| Epoch  12, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.858, TAw acc= 60.6% |
| Epoch  13, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.704, TAw acc= 63.1% |
| Epoch  14, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.668, TAw acc= 63.8% | *
| Epoch  15, time= 14.5s | Train: skip eval | Valid: time=  6.2s loss=1.763, TAw acc= 61.7% |
| Epoch  16, time= 14.4s | Train: skip eval | Valid: time=  6.2s loss=1.731, TAw acc= 62.9% |
| Epoch  17, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.729, TAw acc= 60.7% |
| Epoch  18, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.782, TAw acc= 63.8% |
| Epoch  19, time= 14.5s | Train: skip eval | Valid: time=  6.2s loss=1.758, TAw acc= 64.2% | lr=3.3e-02
| Epoch  20, time= 14.4s | Train: skip eval | Valid: time=  6.3s loss=1.618, TAw acc= 65.0% | *
| Epoch  21, time= 14.6s | Train: skip eval | Valid: time=  6.3s loss=1.615, TAw acc= 66.8% | *
| Epoch  22, time= 14.7s | Train: skip eval | Valid: time=  6.3s loss=1.635, TAw acc= 66.3% |
| Epoch  23, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.580, TAw acc= 66.6% | *
| Epoch  24, time= 14.6s | Train: skip eval | Valid: time=  6.3s loss=1.636, TAw acc= 65.8% |
| Epoch  25, time= 14.6s | Train: skip eval | Valid: time=  6.3s loss=1.625, TAw acc= 64.6% |
| Epoch  26, time= 14.5s | Train: skip eval | Valid: time=  6.4s loss=1.590, TAw acc= 65.6% |
| Epoch  27, time= 14.6s | Train: skip eval | Valid: time=  6.4s loss=1.635, TAw acc= 65.0% |
| Epoch  28, time= 14.6s | Train: skip eval | Valid: time=  6.3s loss=1.674, TAw acc= 66.3% | lr=1.1e-02
| Epoch  29, time= 14.6s | Train: skip eval | Valid: time=  6.5s loss=1.578, TAw acc= 66.3% | *
| Epoch  30, time= 14.7s | Train: skip eval | Valid: time=  6.2s loss=1.570, TAw acc= 67.4% | *
| Epoch  31, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.585, TAw acc= 66.6% |
| Epoch  32, time= 14.6s | Train: skip eval | Valid: time=  6.3s loss=1.609, TAw acc= 66.0% |
| Epoch  33, time= 14.5s | Train: skip eval | Valid: time=  6.3s loss=1.610, TAw acc= 65.6% |
| Epoch  34, time= 14.5s | Train: skip eval | Valid: time=  6.3s loss=1.573, TAw acc= 66.6% |
| Epoch  35, time= 14.6s | Train: skip eval | Valid: time=  6.4s loss=1.550, TAw acc= 67.0% | *
| Epoch  36, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.590, TAw acc= 66.2% |
| Epoch  37, time= 14.4s | Train: skip eval | Valid: time=  6.2s loss=1.578, TAw acc= 67.0% |
| Epoch  38, time= 14.8s | Train: skip eval | Valid: time=  6.2s loss=1.589, TAw acc= 66.6% |
| Epoch  39, time= 14.5s | Train: skip eval | Valid: time=  6.2s loss=1.590, TAw acc= 67.0% |
| Epoch  40, time= 14.5s | Train: skip eval | Valid: time=  6.2s loss=1.597, TAw acc= 67.4% | lr=3.7e-03
| Epoch  41, time= 14.6s | Train: skip eval | Valid: time=  6.3s loss=1.563, TAw acc= 67.6% |
| Epoch  42, time= 14.4s | Train: skip eval | Valid: time=  6.2s loss=1.583, TAw acc= 67.4% |
| Epoch  43, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.541, TAw acc= 67.1% | *
| Epoch  44, time= 14.5s | Train: skip eval | Valid: time=  6.2s loss=1.576, TAw acc= 67.6% |
| Epoch  45, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.560, TAw acc= 67.5% |
| Epoch  46, time= 14.6s | Train: skip eval | Valid: time=  6.4s loss=1.580, TAw acc= 66.8% |
| Epoch  47, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.568, TAw acc= 67.8% |
| Epoch  48, time= 14.5s | Train: skip eval | Valid: time=  6.2s loss=1.578, TAw acc= 67.0% | lr=1.2e-03
| Epoch  49, time= 14.6s | Train: skip eval | Valid: time=  6.3s loss=1.556, TAw acc= 67.6% |
| Epoch  50, time= 14.5s | Train: skip eval | Valid: time=  6.2s loss=1.578, TAw acc= 67.3% |
| Epoch  51, time= 14.5s | Train: skip eval | Valid: time=  6.2s loss=1.561, TAw acc= 68.0% |
| Epoch  52, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.557, TAw acc= 67.4% |
| Epoch  53, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.585, TAw acc= 67.4% | lr=4.1e-04
| Epoch  54, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.570, TAw acc= 67.0% |
| Epoch  55, time= 14.6s | Train: skip eval | Valid: time=  6.3s loss=1.549, TAw acc= 67.4% |
| Epoch  56, time= 14.4s | Train: skip eval | Valid: time=  6.2s loss=1.580, TAw acc= 67.8% |
| Epoch  57, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.563, TAw acc= 67.7% |
| Epoch  58, time= 14.5s | Train: skip eval | Valid: time=  6.3s loss=1.570, TAw acc= 67.4% | lr=1.4e-04
| Epoch  59, time= 14.5s | Train: skip eval | Valid: time=  6.3s loss=1.592, TAw acc= 67.0% |
| Epoch  60, time= 14.5s | Train: skip eval | Valid: time=  6.2s loss=1.563, TAw acc= 67.0% |
| Epoch  61, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.578, TAw acc= 67.4% |
| Epoch  62, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.564, TAw acc= 67.8% |
| Epoch  63, time= 14.6s | Train: skip eval | Valid: time=  6.2s loss=1.555, TAw acc= 67.1% | lr=4.6e-05
| Epoch   1, time= 13.0s | Train: skip eval | Valid: time=  6.3s loss=1.597, TAw acc= 66.7% | *
| Epoch   2, time= 13.1s | Train: skip eval | Valid: time=  6.3s loss=1.611, TAw acc= 67.2% |
| Epoch   3, time= 12.9s | Train: skip eval | Valid: time=  6.3s loss=1.643, TAw acc= 67.6% |
| Epoch   4, time= 13.0s | Train: skip eval | Valid: time=  6.2s loss=1.653, TAw acc= 67.6% |
| Epoch   5, time= 13.0s | Train: skip eval | Valid: time=  6.3s loss=1.652, TAw acc= 68.2% |
| Epoch   6, time= 12.9s | Train: skip eval | Valid: time=  6.3s loss=1.668, TAw acc= 67.9% | lr=3.3e-04
| Epoch   7, time= 13.2s | Train: skip eval | Valid: time=  6.3s loss=1.604, TAw acc= 67.6% |
| Epoch   8, time= 13.0s | Train: skip eval | Valid: time=  6.4s loss=1.610, TAw acc= 67.4% |
| Epoch   9, time= 12.9s | Train: skip eval | Valid: time=  6.4s loss=1.630, TAw acc= 67.3% |
| Epoch  10, time= 13.0s | Train: skip eval | Valid: time=  6.2s loss=1.599, TAw acc= 67.4% |
| Epoch  11, time= 13.1s | Train: skip eval | Valid: time=  6.3s loss=1.641, TAw acc= 67.1% | lr=1.1e-04
| Epoch  12, time= 13.1s | Train: skip eval | Valid: time=  6.3s loss=1.616, TAw acc= 66.9% |
| Epoch  13, time= 13.1s | Train: skip eval | Valid: time=  6.3s loss=1.605, TAw acc= 67.2% |
| Epoch  14, time= 13.0s | Train: skip eval | Valid: time=  6.2s loss=1.587, TAw acc= 68.0% | *
| Epoch  15, time= 13.1s | Train: skip eval | Valid: time=  6.2s loss=1.609, TAw acc= 67.7% |
| Epoch  16, time= 12.9s | Train: skip eval | Valid: time=  6.3s loss=1.606, TAw acc= 67.4% |
| Epoch  17, time= 12.9s | Train: skip eval | Valid: time=  6.3s loss=1.613, TAw acc= 67.4% |
| Epoch  18, time= 13.0s | Train: skip eval | Valid: time=  6.3s loss=1.604, TAw acc= 67.3% |
| Epoch  19, time= 13.1s | Train: skip eval | Valid: time=  6.6s loss=1.620, TAw acc= 67.0% | lr=3.7e-05
| Selected 10000 train exemplars, time=  0.7s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=3.538 | TAw acc= 58.7%, forg=  2.6%| TAg acc= 33.8%, forg= 27.5% <<<
>>> Test on task  1 : loss=3.181 | TAw acc= 63.4%, forg=  3.1%| TAg acc= 37.9%, forg= 25.4% <<<
>>> Test on task  2 : loss=3.095 | TAw acc= 59.0%, forg=  2.9%| TAg acc= 32.7%, forg= 22.2% <<<
>>> Test on task  3 : loss=1.609 | TAw acc= 66.7%, forg=  0.0%| TAg acc= 57.7%, forg=  0.0% <<<
Save at C:\Users\Erik\Desktop\hopp\cifar100_eeil
************************************************************************************************************
TAw Acc
	 61.2%   0.0%   0.0%   0.0% 	Avg.: 61.2% 
	 58.2%  66.4%   0.0%   0.0% 	Avg.: 62.3% 
	 58.8%  63.9%  62.0%   0.0% 	Avg.: 61.6% 
	 58.7%  63.4%  59.0%  66.7% 	Avg.: 62.0% 
************************************************************************************************************
TAg Acc
	 61.2%   0.0%   0.0%   0.0% 	Avg.: 61.2% 
	 39.4%  63.2%   0.0%   0.0% 	Avg.: 51.3% 
	 37.7%  41.5%  54.9%   0.0% 	Avg.: 44.7% 
	 33.8%  37.9%  32.7%  57.7% 	Avg.: 40.5% 
************************************************************************************************************
TAw Forg
	  0.0%   0.0%   0.0%   0.0% 
	  3.0%   0.0%   0.0%   0.0% 	Avg.:  3.0% 
	  2.4%   2.5%   0.0%   0.0% 	Avg.:  2.5% 
	  2.6%   3.1%   2.9%   0.0% 	Avg.:  2.9% 
************************************************************************************************************
TAg Forg
	  0.0%   0.0%   0.0%   0.0% 
	 21.8%   0.0%   0.0%   0.0% 	Avg.: 21.8% 
	 23.5%  21.8%   0.0%   0.0% 	Avg.: 22.6% 
	 27.5%  25.4%  22.2%   0.0% 	Avg.: 25.0% 
************************************************************************************************************
[Elapsed time = 1.6 h]
Done!
