Files already downloaded and verified
Files already downloaded and verified
[(0, 25), (1, 25), (2, 25), (3, 25)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time= 11.2s | Train: skip eval | Valid: time=  6.3s loss=2.734, TAw acc= 22.2% | *
| Epoch  20, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.864, TAw acc= 61.8% |
| Epoch  21, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.928, TAw acc= 59.7% |
| Epoch  22, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.864, TAw acc= 60.9% |
| Epoch  23, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.848, TAw acc= 61.8% | *
| Epoch  24, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.911, TAw acc= 60.8% |
| Epoch  25, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.789, TAw acc= 63.7% | *
| Epoch  26, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.839, TAw acc= 61.9% |
| Epoch  27, time= 14.8s | Train: skip eval | Valid: time=  6.4s loss=1.866, TAw acc= 60.0% |
| Epoch  28, time= 14.9s | Train: skip eval | Valid: time=  6.5s loss=1.828, TAw acc= 62.3% |
| Epoch  29, time= 14.9s | Train: skip eval | Valid: time=  6.4s loss=1.891, TAw acc= 61.9% |
| Epoch  30, time= 14.8s | Train: skip eval | Valid: time=  6.4s loss=1.797, TAw acc= 61.9% | lr=3.3e-02
| Epoch  31, time= 14.8s | Train: skip eval | Valid: time=  6.4s loss=1.753, TAw acc= 63.7% | *
| Epoch  32, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.783, TAw acc= 62.8% |
| Epoch  33, time= 14.9s | Train: skip eval | Valid: time=  6.4s loss=1.743, TAw acc= 63.1% | *
| Epoch  34, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.749, TAw acc= 63.4% |
| Epoch  35, time= 14.7s | Train: skip eval | Valid: time=  6.3s loss=1.790, TAw acc= 63.4% |
| Epoch  36, time= 14.9s | Train: skip eval | Valid: time=  6.4s loss=1.748, TAw acc= 63.4% |
| Epoch  37, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.782, TAw acc= 63.5% |
| Epoch  38, time= 14.9s | Train: skip eval | Valid: time=  6.4s loss=1.798, TAw acc= 62.7% | lr=1.1e-02
| Epoch  39, time= 14.8s | Train: skip eval | Valid: time=  6.4s loss=1.735, TAw acc= 63.9% | *
| Epoch  40, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.745, TAw acc= 63.4% |
| Epoch  41, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.746, TAw acc= 63.4% |
| Epoch  42, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.733, TAw acc= 63.8% | *
| Epoch  43, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.744, TAw acc= 63.3% |
| Epoch  44, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.739, TAw acc= 63.4% |
| Epoch  45, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.717, TAw acc= 63.6% | *
| Epoch  46, time= 15.0s | Train: skip eval | Valid: time=  6.4s loss=1.749, TAw acc= 63.7% |
| Epoch  47, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.739, TAw acc= 63.9% |
| Epoch  48, time= 14.7s | Train: skip eval | Valid: time=  6.3s loss=1.740, TAw acc= 64.1% |
| Epoch  49, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.750, TAw acc= 63.0% |
| Epoch  50, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.735, TAw acc= 63.3% | lr=3.7e-03
| Epoch  51, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.738, TAw acc= 63.6% |
| Epoch  52, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.747, TAw acc= 63.9% |
| Epoch  53, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.711, TAw acc= 64.0% | *
| Epoch  54, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.725, TAw acc= 64.3% |
| Epoch  55, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.734, TAw acc= 63.2% |
| Epoch  56, time= 14.9s | Train: skip eval | Valid: time=  6.5s loss=1.741, TAw acc= 63.8% |
| Epoch  57, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.725, TAw acc= 63.4% |
| Epoch  58, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.722, TAw acc= 64.2% | lr=1.2e-03
| Epoch  59, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.729, TAw acc= 64.3% |
| Epoch  60, time= 14.9s | Train: skip eval | Valid: time=  6.2s loss=1.716, TAw acc= 64.2% |
| Epoch  61, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.720, TAw acc= 63.9% |
| Epoch  62, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.722, TAw acc= 64.4% |
| Epoch  63, time= 14.9s | Train: skip eval | Valid: time=  6.4s loss=1.724, TAw acc= 64.2% | lr=4.1e-04
| Epoch  64, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.714, TAw acc= 63.8% |
| Epoch  65, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.731, TAw acc= 64.0% |
| Epoch  66, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.729, TAw acc= 63.8% |
| Epoch  67, time= 14.9s | Train: skip eval | Valid: time=  6.4s loss=1.721, TAw acc= 64.0% |
| Epoch  68, time= 15.0s | Train: skip eval | Valid: time=  6.5s loss=1.743, TAw acc= 63.8% | lr=1.4e-04
| Epoch  69, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.714, TAw acc= 64.2% |
| Epoch  70, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.746, TAw acc= 63.8% |
| Epoch  71, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.722, TAw acc= 64.0% |
| Epoch  72, time= 14.7s | Train: skip eval | Valid: time=  6.3s loss=1.745, TAw acc= 63.8% |
| Epoch  73, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.704, TAw acc= 64.5% | *
| Epoch  74, time= 14.8s | Train: skip eval | Valid: time=  6.3s loss=1.727, TAw acc= 63.7% |
| Epoch  75, time= 14.7s | Train: skip eval | Valid: time=  6.3s loss=1.719, TAw acc= 63.8% |
| Epoch  76, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.735, TAw acc= 64.5% |
| Epoch  77, time= 14.9s | Train: skip eval | Valid: time=  6.3s loss=1.736, TAw acc= 64.0% |
| Epoch  78, time= 14.9s | Train: skip eval | Valid: time=  6.5s loss=1.735, TAw acc= 63.8% | lr=4.6e-05
| Selected 10000 train exemplars, time=  0.7s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=3.431 | TAw acc= 62.3%, forg= -1.4%| TAg acc= 37.3%, forg= 22.8% <<<
>>> Test on task  1 : loss=2.518 | TAw acc= 66.4%, forg= -0.9%| TAg acc= 42.7%, forg= 15.5% <<<
>>> Test on task  2 : loss=2.327 | TAw acc= 60.8%, forg= -1.8%| TAg acc= 35.9%, forg= 14.2% <<<
>>> Test on task  3 : loss=1.665 | TAw acc= 64.2%, forg=  0.0%| TAg acc= 53.9%, forg=  0.0% <<<
Save at C:\Users\Erik\Desktop\hopp\cifar100_lucir
************************************************************************************************************
TAw Acc
	 60.1%   0.0%   0.0%   0.0% 	Avg.: 60.1% 
	 60.9%  64.4%   0.0%   0.0% 	Avg.: 62.6% 
	 60.8%  65.5%  59.0%   0.0% 	Avg.: 61.7% 
	 62.3%  66.4%  60.8%  64.2% 	Avg.: 63.4% 
************************************************************************************************************
TAg Acc
	 60.1%   0.0%   0.0%   0.0% 	Avg.: 60.1% 
	 47.8%  58.2%   0.0%   0.0% 	Avg.: 53.0% 
	 41.3%  44.0%  50.1%   0.0% 	Avg.: 45.1% 
	 37.3%  42.7%  35.9%  53.9% 	Avg.: 42.4% 
************************************************************************************************************
TAw Forg
	  0.0%   0.0%   0.0%   0.0% 
	 -0.8%   0.0%   0.0%   0.0% 	Avg.: -0.8% 
	  0.1%  -1.1%   0.0%   0.0% 	Avg.: -0.5% 
	 -1.4%  -0.9%  -1.8%   0.0% 	Avg.: -1.4% 
************************************************************************************************************
TAg Forg
	  0.0%   0.0%   0.0%   0.0% 
	 12.2%   0.0%   0.0%   0.0% 	Avg.: 12.2% 
	 18.8%  14.1%   0.0%   0.0% 	Avg.: 16.4% 
	 22.8%  15.5%  14.2%   0.0% 	Avg.: 17.5% 
************************************************************************************************************
[Elapsed time = 1.5 h]
Done!
