Files already downloaded and verified
Files already downloaded and verified
[(0, 25), (1, 25), (2, 25), (3, 25)]
************************************************************************************************************
Task  0
************************************************************************************************************
| Epoch   1, time= 12.0s | Train: skip eval | Valid: time=  6.3s loss=2.612, TAw acc= 24.4% | *
| Epoch  80, time= 15.5s | Train: skip eval | Valid: time=  6.6s loss=20.273, TAw acc= 60.3% |
| Epoch  81, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.264, TAw acc= 59.8% |
| Epoch  82, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.252, TAw acc= 60.0% |
| Epoch  83, time= 15.5s | Train: skip eval | Valid: time=  6.4s loss=20.243, TAw acc= 60.2% | *
| Epoch  84, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.260, TAw acc= 59.5% |
| Epoch  85, time= 15.7s | Train: skip eval | Valid: time=  6.5s loss=20.267, TAw acc= 59.8% |
| Epoch  86, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.266, TAw acc= 60.1% |
| Epoch  87, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.249, TAw acc= 60.0% |
| Epoch  88, time= 15.6s | Train: skip eval | Valid: time=  6.4s loss=20.247, TAw acc= 59.5% | lr=1.4e-04
| Epoch  89, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.275, TAw acc= 59.6% |
| Epoch  90, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.267, TAw acc= 60.0% |
| Epoch  91, time= 15.5s | Train: skip eval | Valid: time=  6.5s loss=20.253, TAw acc= 60.2% |
| Epoch  92, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=20.252, TAw acc= 60.4% |
| Epoch  93, time= 15.6s | Train: skip eval | Valid: time=  6.5s loss=20.270, TAw acc= 59.4% | lr=4.6e-05
| Selected 7500 train exemplars, time=  0.5s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=2.793 | TAw acc= 60.2%, forg= -0.8%| TAg acc= 48.6%, forg= 10.6% <<<
>>> Test on task  1 : loss=12.200 | TAw acc= 61.0%, forg= -0.7%| TAg acc= 42.2%, forg=  6.0% <<<
>>> Test on task  2 : loss=20.323 | TAw acc= 53.8%, forg=  0.0%| TAg acc= 35.0%, forg=  0.0% <<<
Save at C:\Users\Erik\Desktop\hopp\cifar100_icarl
************************************************************************************************************
Task  3
************************************************************************************************************
| Epoch   1, time= 18.4s | Train: skip eval | Valid: time=  6.6s loss=30.768, TAw acc= 47.4% | *
| Epoch   2, time= 18.5s | Train: skip eval | Valid: time=  6.6s loss=30.459, TAw acc= 50.9% | *
| Epoch   3, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=29.434, TAw acc= 52.1% | *
| Epoch   4, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=29.739, TAw acc= 53.7% |
| Epoch   5, time= 18.4s | Train: skip eval | Valid: time=  6.5s loss=29.611, TAw acc= 54.2% |
| Epoch   6, time= 18.6s | Train: skip eval | Valid: time=  6.6s loss=29.860, TAw acc= 52.8% |
| Epoch   7, time= 18.5s | Train: skip eval | Valid: time=  6.7s loss=30.499, TAw acc= 54.0% |
| Epoch   8, time= 18.7s | Train: skip eval | Valid: time=  6.5s loss=29.429, TAw acc= 55.8% | *
| Epoch   9, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=29.782, TAw acc= 54.3% |
| Epoch  10, time= 18.6s | Train: skip eval | Valid: time=  6.6s loss=29.370, TAw acc= 55.4% | *
| Epoch  11, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=29.033, TAw acc= 56.8% | *
| Epoch  12, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=29.246, TAw acc= 57.1% |
| Epoch  13, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=29.585, TAw acc= 57.0% |
| Epoch  14, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=29.010, TAw acc= 58.6% | *
| Epoch  15, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=29.067, TAw acc= 57.7% |
| Epoch  16, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.939, TAw acc= 58.8% | *
| Epoch  17, time= 18.5s | Train: skip eval | Valid: time=  6.4s loss=29.102, TAw acc= 58.2% |
| Epoch  18, time= 18.4s | Train: skip eval | Valid: time=  6.5s loss=28.890, TAw acc= 58.6% | *
| Epoch  19, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=29.270, TAw acc= 58.1% |
| Epoch  20, time= 18.4s | Train: skip eval | Valid: time=  6.5s loss=29.205, TAw acc= 58.2% |
| Epoch  21, time= 18.5s | Train: skip eval | Valid: time=  6.6s loss=28.938, TAw acc= 57.2% |
| Epoch  22, time= 18.4s | Train: skip eval | Valid: time=  6.5s loss=28.889, TAw acc= 57.8% | *
| Epoch  23, time= 18.4s | Train: skip eval | Valid: time=  6.5s loss=29.069, TAw acc= 59.8% |
| Epoch  24, time= 18.4s | Train: skip eval | Valid: time=  6.6s loss=28.961, TAw acc= 60.2% |
| Epoch  25, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.988, TAw acc= 60.1% |
| Epoch  26, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=29.242, TAw acc= 59.0% |
| Epoch  27, time= 18.4s | Train: skip eval | Valid: time=  6.5s loss=29.138, TAw acc= 59.4% | lr=3.3e-02
| Epoch  28, time= 18.5s | Train: skip eval | Valid: time=  6.7s loss=28.504, TAw acc= 61.0% | *
| Epoch  29, time= 18.6s | Train: skip eval | Valid: time=  6.7s loss=28.547, TAw acc= 61.2% |
| Epoch  30, time= 18.6s | Train: skip eval | Valid: time=  6.6s loss=28.502, TAw acc= 60.9% | *
| Epoch  31, time= 18.5s | Train: skip eval | Valid: time=  6.7s loss=28.487, TAw acc= 61.5% | *
| Epoch  32, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.598, TAw acc= 62.0% |
| Epoch  33, time= 18.6s | Train: skip eval | Valid: time=  6.6s loss=28.625, TAw acc= 60.6% |
| Epoch  34, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.453, TAw acc= 60.4% | *
| Epoch  35, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.470, TAw acc= 61.5% |
| Epoch  36, time= 18.6s | Train: skip eval | Valid: time=  6.6s loss=28.523, TAw acc= 60.4% |
| Epoch  37, time= 18.5s | Train: skip eval | Valid: time=  6.6s loss=28.456, TAw acc= 60.5% |
| Epoch  38, time= 18.6s | Train: skip eval | Valid: time=  6.5s loss=28.476, TAw acc= 60.3% |
| Epoch  39, time= 18.6s | Train: skip eval | Valid: time=  6.6s loss=28.446, TAw acc= 60.3% | *
| Epoch  40, time= 18.4s | Train: skip eval | Valid: time=  6.6s loss=28.578, TAw acc= 60.4% |
| Epoch  41, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.426, TAw acc= 60.2% | *
| Epoch  42, time= 18.6s | Train: skip eval | Valid: time=  6.5s loss=28.439, TAw acc= 60.2% |
| Epoch  43, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.458, TAw acc= 61.4% |
| Epoch  44, time= 18.4s | Train: skip eval | Valid: time=  6.5s loss=28.440, TAw acc= 61.3% |
| Epoch  45, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.440, TAw acc= 61.1% |
| Epoch  46, time= 18.4s | Train: skip eval | Valid: time=  6.6s loss=28.545, TAw acc= 61.2% | lr=1.1e-02
| Epoch  47, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.421, TAw acc= 61.0% | *
| Epoch  48, time= 18.6s | Train: skip eval | Valid: time=  6.5s loss=28.406, TAw acc= 61.4% | *
| Epoch  49, time= 18.4s | Train: skip eval | Valid: time=  6.6s loss=28.350, TAw acc= 61.6% | *
| Epoch  50, time= 19.1s | Train: skip eval | Valid: time=  6.6s loss=28.411, TAw acc= 61.0% |
| Epoch  51, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.353, TAw acc= 61.9% |
| Epoch  52, time= 18.6s | Train: skip eval | Valid: time=  6.5s loss=28.399, TAw acc= 61.4% |
| Epoch  53, time= 18.3s | Train: skip eval | Valid: time=  6.5s loss=28.367, TAw acc= 61.4% |
| Epoch  54, time= 18.4s | Train: skip eval | Valid: time=  6.5s loss=28.337, TAw acc= 61.3% | *
| Epoch  55, time= 18.6s | Train: skip eval | Valid: time=  6.6s loss=28.327, TAw acc= 60.5% | *
| Epoch  56, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.338, TAw acc= 60.6% |
| Epoch  57, time= 18.4s | Train: skip eval | Valid: time=  6.6s loss=28.375, TAw acc= 61.1% |
| Epoch  58, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.357, TAw acc= 61.0% |
| Epoch  59, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.373, TAw acc= 61.3% |
| Epoch  60, time= 18.4s | Train: skip eval | Valid: time=  6.6s loss=28.445, TAw acc= 61.3% | lr=3.7e-03
| Epoch  61, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.358, TAw acc= 61.0% |
| Epoch  62, time= 18.4s | Train: skip eval | Valid: time=  6.5s loss=28.370, TAw acc= 60.6% |
| Epoch  63, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.347, TAw acc= 60.8% |
| Epoch  64, time= 18.4s | Train: skip eval | Valid: time=  6.6s loss=28.338, TAw acc= 61.3% |
| Epoch  65, time= 18.7s | Train: skip eval | Valid: time=  6.5s loss=28.370, TAw acc= 60.9% | lr=1.2e-03
| Epoch  66, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.347, TAw acc= 60.0% |
| Epoch  67, time= 18.4s | Train: skip eval | Valid: time=  6.5s loss=28.381, TAw acc= 60.6% |
| Epoch  68, time= 18.4s | Train: skip eval | Valid: time=  6.6s loss=28.365, TAw acc= 61.0% |
| Epoch  69, time= 18.6s | Train: skip eval | Valid: time=  6.6s loss=28.331, TAw acc= 61.1% |
| Epoch  70, time= 18.4s | Train: skip eval | Valid: time=  6.5s loss=28.377, TAw acc= 61.3% | lr=4.1e-04
| Epoch  71, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.346, TAw acc= 61.0% |
| Epoch  72, time= 18.6s | Train: skip eval | Valid: time=  6.6s loss=28.422, TAw acc= 60.7% |
| Epoch  73, time= 18.6s | Train: skip eval | Valid: time=  6.6s loss=28.394, TAw acc= 60.4% |
| Epoch  74, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.419, TAw acc= 60.9% |
| Epoch  75, time= 18.5s | Train: skip eval | Valid: time=  6.6s loss=28.358, TAw acc= 60.9% | lr=1.4e-04
| Epoch  76, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.343, TAw acc= 60.8% |
| Epoch  77, time= 18.4s | Train: skip eval | Valid: time=  6.5s loss=28.391, TAw acc= 61.0% |
| Epoch  78, time= 18.6s | Train: skip eval | Valid: time=  6.6s loss=28.368, TAw acc= 60.2% |
| Epoch  79, time= 18.5s | Train: skip eval | Valid: time=  6.6s loss=28.350, TAw acc= 60.2% |
| Epoch  80, time= 18.5s | Train: skip eval | Valid: time=  6.5s loss=28.386, TAw acc= 61.0% | lr=4.6e-05
| Selected 10000 train exemplars, time=  0.7s
------------------------------------------------------------------------------------------------------------
>>> Test on task  0 : loss=3.152 | TAw acc= 61.6%, forg= -1.4%| TAg acc= 46.1%, forg= 13.2% <<<
>>> Test on task  1 : loss=12.656 | TAw acc= 63.0%, forg= -2.0%| TAg acc= 41.2%, forg=  7.1% <<<
>>> Test on task  2 : loss=21.704 | TAw acc= 55.2%, forg= -1.4%| TAg acc= 31.9%, forg=  3.1% <<<
>>> Test on task  3 : loss=28.654 | TAw acc= 55.2%, forg=  0.0%| TAg acc= 32.4%, forg=  0.0% <<<
Save at C:\Users\Erik\Desktop\hopp\cifar100_icarl
************************************************************************************************************
TAw Acc
	 59.2%   0.0%   0.0%   0.0% 	Avg.: 59.2% 
	 59.5%  60.2%   0.0%   0.0% 	Avg.: 59.9% 
	 60.2%  61.0%  53.8%   0.0% 	Avg.: 58.3% 
	 61.6%  63.0%  55.2%  55.2% 	Avg.: 58.8% 
************************************************************************************************************
TAg Acc
	 59.2%   0.0%   0.0%   0.0% 	Avg.: 59.2% 
	 51.2%  48.2%   0.0%   0.0% 	Avg.: 49.7% 
	 48.6%  42.2%  35.0%   0.0% 	Avg.: 42.0% 
	 46.1%  41.2%  31.9%  32.4% 	Avg.: 37.9% 
************************************************************************************************************
TAw Forg
	  0.0%   0.0%   0.0%   0.0% 
	 -0.2%   0.0%   0.0%   0.0% 	Avg.: -0.2% 
	 -0.8%  -0.7%   0.0%   0.0% 	Avg.: -0.7% 
	 -1.4%  -2.0%  -1.4%   0.0% 	Avg.: -1.6% 
************************************************************************************************************
TAg Forg
	  0.0%   0.0%   0.0%   0.0% 
	  8.1%   0.0%   0.0%   0.0% 	Avg.:  8.1% 
	 10.6%   6.0%   0.0%   0.0% 	Avg.:  8.3% 
	 13.2%   7.1%   3.1%   0.0% 	Avg.:  7.8% 
************************************************************************************************************
[Elapsed time = 2.0 h]
Done!
