Training iCaRL with the following settings:
 - Dataset: FashionMNIST
 - Selection criterion: Original
 - Number of exemplars per target: 20
 - Number of epochs: 70
 - Starting learning rate: 2
 - Learning rate division: 5
 - Milestones for learning rate adjustment: [49, 63]
 - Size of the batches: 128
 - Weight decay: 1e-05
 - Momentum: 0.9
 - Number of tasks: 5
 - Targets order: [0, 8, 4, 1, 6, 9, 3, 5, 2, 7]
 - Random seed: 42


Task 1:
Current train data length: 12000
Current test data length: 2000
Epoch 1: training loss - 6.33709 | validation loss - 0.32484 | accuracy - 0.9655
Epoch 46: training loss - 1.8503 | validation loss - 87.87819 | accuracy - 0.1936
Epoch 47: training loss - 1.84691 | validation loss - 92.5785 | accuracy - 0.1931
Epoch 48: training loss - 1.84463 | validation loss - 91.11081 | accuracy - 0.1943
Epoch 49: training loss - 1.84333 | validation loss - 91.99813 | accuracy - 0.1967
Epoch 50: training loss - 1.83149 | validation loss - 91.7464 | accuracy - 0.1932
Epoch 51: training loss - 1.82441 | validation loss - 92.07907 | accuracy - 0.1941
Epoch 52: training loss - 1.82275 | validation loss - 92.34101 | accuracy - 0.1939
Epoch 53: training loss - 1.82151 | validation loss - 93.24657 | accuracy - 0.1944
Epoch 54: training loss - 1.82266 | validation loss - 93.27769 | accuracy - 0.1946
Epoch 55: training loss - 1.82187 | validation loss - 92.18867 | accuracy - 0.1938
Epoch 56: training loss - 1.82132 | validation loss - 93.71511 | accuracy - 0.1937
Epoch 57: training loss - 1.8203 | validation loss - 93.05458 | accuracy - 0.1939
Epoch 58: training loss - 1.8211 | validation loss - 93.36767 | accuracy - 0.1942
Epoch 59: training loss - 1.82202 | validation loss - 92.30989 | accuracy - 0.1943
Epoch 60: training loss - 1.8214 | validation loss - 93.74694 | accuracy - 0.1937
Epoch 61: training loss - 1.82262 | validation loss - 93.47559 | accuracy - 0.1939
Epoch 62: training loss - 1.821 | validation loss - 93.49412 | accuracy - 0.1936
Epoch 63: training loss - 1.82195 | validation loss - 93.07192 | accuracy - 0.1939
Epoch 64: training loss - 1.81894 | validation loss - 94.07023 | accuracy - 0.194
Epoch 65: training loss - 1.81993 | validation loss - 93.45898 | accuracy - 0.1937
Epoch 66: training loss - 1.81933 | validation loss - 93.54018 | accuracy - 0.1937
Epoch 67: training loss - 1.81892 | validation loss - 93.48041 | accuracy - 0.194
Epoch 68: training loss - 1.81882 | validation loss - 94.54871 | accuracy - 0.1939
Epoch 69: training loss - 1.81888 | validation loss - 93.05523 | accuracy - 0.1939
Epoch 70: training loss - 1.8193 | validation loss - 93.66259 | accuracy - 0.1939
Mean-of-exemplars classifier's accuracy: 0.2357

Accuracy scores: [0.9945, 0.383, 0.34333, 0.27837, 0.2357]
